inputs,target 
i prefer wearing a belt. @ i spend a lot of time on the computer.,The belt I wear supports by back.
i prefer wearing a belt. @ i spend a lot of time on the computer.,"I'm at the computer so much that I'm gaining weight. I can tell because I no longer have to wear belts with my pants, they're getting so tight around the waist."
i prefer wearing a belt. @ i spend a lot of time on the computer.,"Belt can provide support for maintaining proper postures, which is good as I spend a lot of time on the computer."
i break out in a rash when i have dairy. @ i have written a novel.,Do you have good digestion? I find that stress can affect the ability for one to digest or handle things in general.
i break out in a rash when i have dairy. @ i have written a novel.,To avoid a distracting rash I had to cut out dairy when writing my novel.
i break out in a rash when i have dairy. @ i have written a novel.,"I break out in a rash when I have dairy, which keeps me stuck at home when it happens. Recently I ended up being home with a rash for so long that I have written a novel."
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,"I hope that she enjoys activities that come with tourism, which will help me get back in the traveling after a brief pause after marriage."
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,I haven't traveled in a few years.
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,"That would be nice for you. I used to, but I don't travel any more now that I've settled down with my spouse."
i believe in a higher being. @ i would like to go to the gym more.,I get in a meditative state when lifting weights
i believe in a higher being. @ i would like to go to the gym more.,"I'm getting out of shape and I believe God doesn't want me to waste away my life like that. If He made us in His image, then we should be fit."
i believe in a higher being. @ i would like to go to the gym more.,I pray every morning for the discipline to be healthier.
i love going to the gym. @ i am currently on a diet.,I really want to lose weight but working out isn't enough so I'm also currently on a diet.
i love going to the gym. @ i am currently on a diet.,"In order to lose weight and to be healthy, I go to the gym regularly and I am currently on a diet."
i love going to the gym. @ i am currently on a diet.,"To become fit, one need both gym and good diet so I am currently on a diet as well."
i enjoy relaxing and getting flowers. @ females from other countries are pretty.,"That's nice, oh look at this girl! She is so pretty, I found her Instagram, I think she is some French model who recently started a cooking channel."
i enjoy relaxing and getting flowers. @ females from other countries are pretty.,I love different flowers.  They are almost as pretty as foreign women.
i enjoy relaxing and getting flowers. @ females from other countries are pretty.,I like giving pretty women flowers.
i love jalapenos. @ i am really into exercise.,Jalapenos are one thing I eat to keep me healthy.
i love jalapenos. @ i am really into exercise.,I am into healthy food like jalapenos and exercise.
i love jalapenos. @ i am really into exercise.,"I love jalapenos. In fact, I love all kinds of food and I eat a lot which is why I am really into exercise."
i love jalapenos. @ i am really into exercise.,I love eating but I am worried about my weight.
i love jalapenos. @ i am really into exercise.,I love jalapenos so I put them on almost everything I eat. And I love to eat almost everything! But that's okay because I am really into exercise.
i love jalapenos. @ i am really into exercise.,"I've improved my diet a lot too, but I miss eating some foods. Especially spicy foods, like fries with jalapenos sauce."
my mom and dad are old. @ i have a lot of siblings.,I was the baby of a big family and
my mom and dad are old. @ i have a lot of siblings.,"My mom and dad are pretty old and they've had a lot of kids in their long lives, so I have a lot of siblings."
my mom and dad are old. @ i have a lot of siblings.,"My mom and dad passed away last year at 91. They lived until a very old age, and it's nice to have so many siblings to comfort me about their loss."
i spend a lot of time writing. @ i do not like working.,I like to write purely as a hobby.
i spend a lot of time writing. @ i do not like working.,Writing is a good way to pass the time.  I'd rather do that than go to work.
i spend a lot of time writing. @ i do not like working.,I wish I could write all day.
friends always ask me to reach things in high places. @ my moms pulls teeth at work.,"All my mom friends also work in dentistry, so they're always chastising me when I'm trying to reach the candy jar on the highest counter."
friends always ask me to reach things in high places. @ my moms pulls teeth at work.,My mom is tall too.  She has to really lean over when she pulls teeth at work.
friends always ask me to reach things in high places. @ my moms pulls teeth at work.,I know there are tougher jobs out there.
i am an omnivore. @ i spend a lot of time writing.,"Not me, I'm vegetarian. I have a food blog about vegetarian cooking. I spend a lot of time writing for it."
i am an omnivore. @ i spend a lot of time writing.,I enjoy reading about different diets.
i am an omnivore. @ i spend a lot of time writing.,"I am an omnivore and I love experimenting with all kinds of different food. In fact, I am working on a series of cookbooks right now so I spend a lot of time writing."
i am an omnivore. @ i spend a lot of time writing.,I can afford to eat everything because of my job.
i am an omnivore. @ i spend a lot of time writing.,"I don't really put much thought into what I eat, just whatever I can grab quickly."
i am an omnivore. @ i spend a lot of time writing.,I like to eat snacks when I'm writing.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,i prefer reading over singing
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,"Hearing people sing from the heart can move me to tears, but I'm a sucker for art of any kind really. I love music, paintings, literature. Yeah, I'm a voracious reader; I devour at least one book a week."
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,"I like music, but reading is my passion."
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,I feel the same way while reading a  novel.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,I'm not much into music.  I like reading though.  I can read one book a week.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,I get so into some books that they make me cry.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,Other things capture my attention as well.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,romance novels have the same effect on me
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,"I like music, but I love reading."
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,My favorite kinds of books are the ones where the authors really wrote them from their heart.
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,reading a good books does the same to me
hearing people sing from the heart can move me to tears. @ i devour at least 1 book a week.,"I love listening to music, too, but reading can move me like nothing else. I try to read as much as I can, and devour at least one book a week."
i love dogs. @ my mother is allergic to dogs.,I wasn't able to have a dog when I was growing up because of my mom.
i love dogs. @ my mother is allergic to dogs.,I wish we could have had a dog when I was growing up.
i love dogs. @ my mother is allergic to dogs.,I love dogs too but we cannot have them.  My mother is allergic to dogs.
i have a son. @ my husband works for the government.,I'm a big fan of law enforcement and my husband works for the local government.
i have a son. @ my husband works for the government.,I had my son with the love of my life
i have a son. @ my husband works for the government.,"We've wanted kids but simply don't have the time, my husband is very busy because he works for the government."
i am a happy person. @ i enjoy reading and walking on sunny days.,What makes me the happiest are my two hobbies.
i am a happy person. @ i enjoy reading and walking on sunny days.,I am happy when I read and take walks.
i eat a lot. @ i have a ponytail the color of dark honey.,i wonder if food preference correlates with hair color?
i eat a lot. @ i have a ponytail the color of dark honey.,I compare everything to food.
i eat a lot. @ i have a ponytail the color of dark honey.,After meals I do my hair.
i have a couple of paintings on my body. @ i work at a salon.,I have a couple of paintings on my body because of me working at a tattoo salon.
i have a couple of paintings on my body. @ i work at a salon.,I get them done at the tattoo parlor next to my work
i have a couple of paintings on my body. @ i work at a salon.,My job allows people to keep their tattoos uncovered.
i am a happy person. @ i sing many songs.,I am also a happy person and I like to sing when I am happy which is why I love karoke.
i am a happy person. @ i sing many songs.,I like to sing when I am happy.
i am a happy person. @ i sing many songs.,I love to sing songs on the radio when I'm in a good mood.
i start putting up ornaments and garlands early in december. @ i like to catch animals.,I go hunting for the Christmas feast.
i start putting up ornaments and garlands early in december. @ i like to catch animals.,The ornaments look like my favorite animals.
i start putting up ornaments and garlands early in december. @ i like to catch animals.,"Animals sometimes get stuck in our Christmas ornaments in December, so I catch those ones by accident."
i will be attending college in california. @ i like chilling on the web.,I will be attending college in California to study computer programming and website construction. It's perfect for me because I like chilling on the web more than anything.
i will be attending college in california. @ i like chilling on the web.,I used to do nothing in college.
i will be attending college in california. @ i like chilling on the web.,"I thought about attending a traditional college, but I instead opted to attend an online university since chilling on the web has always been a passion of mine."
i am a musician with a day job. @ lately i have been learning how to garden.,I have several different hobbies.
i am a musician with a day job. @ lately i have been learning how to garden.,It's important that you do something you enjoy outside work.
i am a musician with a day job. @ lately i have been learning how to garden.,i am learning how to garden and am a musician with a day job.
i like trips to the ocean. @ i work in a hospital.,That sounds like fun.  I need to take off a week from the hospital for a vacation.
i like trips to the ocean. @ i work in a hospital.,When I'm working with a terminally ill patient at the hospital the staff will sometimes take him on a trip to the ocean to lift their spirits.
i like trips to the ocean. @ i work in a hospital.,"My job can be stressful, so I look forward to going to the beach to relax."
i like trips to the ocean. @ i work in a hospital.,The good thing about the ocean is it's an open place to get away from hard work.
i like trips to the ocean. @ i work in a hospital.,I can afford to see every ocean.
i like trips to the ocean. @ i work in a hospital.,I could sure use a vacation.
i spend a lot of time outside. @ i care about the environment.,I like to clean up as I walk in nature.
i spend a lot of time outside. @ i care about the environment.,I like the outdoors as well. I love nature and want to preserve it.
i spend a lot of time outside. @ i care about the environment.,I spend a lot of time outside appreciating nature because I care about the environment.
i used to be in the army and i did some fighting. @ i curate art.,Now I have changed my profession.
i used to be in the army and i did some fighting. @ i curate art.,"I prefer peace, love and the hippie way more than wars, violence and things of such."
i used to be in the army and i did some fighting. @ i curate art.,"I like to box, martial arts, and drawing as hobbies."
i enjoy making other people laugh. @ my employment is manufacturing goods.,"I appreciate a good laugh, especially when I'm bored at work."
i enjoy making other people laugh. @ my employment is manufacturing goods.,I tell a lot of jokes at work.  I work in a factory.
i enjoy making other people laugh. @ my employment is manufacturing goods.,I want to work as a comedian someday.
i am in college now and want to be a teacher. @ i will be graduating in september and hope to get a teaching job soon.,I am currently in school to be a teacher
i am around people all day. @ i am not a fan of soy products.,I work in a health food store.
i am around people all day. @ i am not a fan of soy products.,Me too. It bugs me that -- by social convention -- I am expected to eat all of the crap my friends tend to.
i am around people all day. @ i am not a fan of soy products.,I've noticed way more people eating soy these days than ever have before.
i love to paint pictures. @ i love meat.,I love to paint pictures after eating my favorite meat.
i love to paint pictures. @ i love meat.,I love meat so much that I even like meat in artwork. Some of my favorite painters paint images of meat.
i love to paint pictures. @ i love meat.,Pictures of cows are fum.
my parent works to help children. @ i am a cashier in a supermarket.,I work with my mom.  We work as cashiers in the supermarket.
my parent works to help children. @ i am a cashier in a supermarket.,I work next door to my parent's job.
my parent works to help children. @ i am a cashier in a supermarket.,"My parent works to help children and he spends so much time volunteering with needy kids. I would do the same if I could, but I have to work as many hours as I can just to survive because I am a cashier in a supermarket making next to nothing."
i own a home. @ i like swimming.,do you have a pool there? i like to swim
i own a home. @ i like swimming.,I'm hoping to put in a swimming pool in my yard next year. I really like swimming.
i own a home. @ i like swimming.,I dream to live in a home with pool because I like swimming.
i work as a computer programmer. @ i helped develop facebook.,I helped develop Facebook as a computer programmer.
i enjoy moving to music. @ i am willing to pay for quality.,"I love watching dancers moving to music, but the most expensive ones are always the best."
i enjoy moving to music. @ i am willing to pay for quality.,I love music also and am always on the search for the best.
i enjoy moving to music. @ i am willing to pay for quality.,I subscribe to some good music services.
i enjoy moving to music. @ i am willing to pay for quality.,"I like dancing too, do you have any dance shoes or something? Were they expensive?"
i enjoy moving to music. @ i am willing to pay for quality.,I pay for high quality music to move to.
i enjoy moving to music. @ i am willing to pay for quality.,I love when you get a new album with sharp crisp sound.
i enjoy moving to music. @ i am willing to pay for quality.,"I enjoy moving to music so I just signed up for some dance instruction. They are very expensive lessons, but I am willing to pay for quality."
i enjoy moving to music. @ i am willing to pay for quality.,I pay for several different streaming services.
i enjoy moving to music. @ i am willing to pay for quality.,I paid for a cheap music dance class recently and the instructor was terrible. You get what you pay for!
i enjoy moving to music. @ i am willing to pay for quality.,"Yes, music is a passion of mine.  I get expensive turntables and speakers.  I am will to pay for quality."
i enjoy moving to music. @ i am willing to pay for quality.,I like dancing too.  I pay to go to a really nice dance studio.
i enjoy moving to music. @ i am willing to pay for quality.,i love high quality djs
i enjoy moving to music. @ i am willing to pay for quality.,"I like listening to music and dancing, too. That's why I pay for a music streaming service. I am willing to pay for quality."
i enjoy moving to music. @ i am willing to pay for quality.,I love high quality music.
i enjoy moving to music. @ i am willing to pay for quality.,I am not much of a dancer.  My biggest interest is my collection of fine wines.
i enjoy moving to music. @ i am willing to pay for quality.,It's hard to pirate good quality music.
i enjoy moving to music. @ i am willing to pay for quality.,I hate choppy bootlegged music.
i enjoy moving to music. @ i am willing to pay for quality.,"I am not much of a dancer, but I do love a good wine."
i love rock climbing. @ i like long walks on the beach.,That sounds pretty exhilarating but I am too old for that. These days I like long walks on the beach.
i have my own salon. @ i live on a boat.,There is a person who runs a salon from his boat.
i like to garden. @ i love the outdoors.,"I do, too. I wish I had a bigger yard. I love the outdoors."
i like to garden. @ i love the outdoors.,I love the outdoors in one of the best things to do when you’re out there his garden.
i like to garden. @ i love the outdoors.,It's nice to spend time out of the house.
i work for the government. @ i enjoy perceiving nonsense stories.,i imagine your coworkers have a lot of stories to tell.
i work for the government. @ i enjoy perceiving nonsense stories.,sometimes we get prank calls
i work for the government. @ i enjoy perceiving nonsense stories.,"That sounds serious, probably too serious for me. I like silliness...in fact, I love listening to goofy stories."
i work for the government. @ i enjoy perceiving nonsense stories.,When I am not working I like to read stories.
i work for the government. @ i enjoy perceiving nonsense stories.,"I work for the government, which is a very serious job. So I like being silly when I get home to blow off steam and I enjoy perceiving nonsense stories for that very reason."
i work for the government. @ i enjoy perceiving nonsense stories.,I work for the government too.  I like to spend my spare time reading funny stories though.
i love country. @ i love animals.,i love the country and animals.
i have one child. @ i enjoy gardening.,I like teaching children about botany
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,I always travel into the snowy northern states to play hockey and go skiing.
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,"So do I, but I want to take a break from it. I want to instead maybe travel for specific purposes than broader reasons."
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,The last place I visited was Iceland.
i am willing to pay for quality. @ my pet is part of my family.,"I paid $4,000 for my pedigreed cat."
i am willing to pay for quality. @ my pet is part of my family.,I will pay for the best quality pet foods.
i am willing to pay for quality. @ my pet is part of my family.,"I do too, which is why I always get the most expensive pet food. My pet is part of my family."
i am willing to pay for quality. @ my pet is part of my family.,I usually pay a lot for pet food.
i am willing to pay for quality. @ my pet is part of my family.,I choose quality care only for my pet.
i am willing to pay for quality. @ my pet is part of my family.,"When my pet got sick, I paid for it"
i like football. @ i am a mother of two.,But the chance of injuries is great.
i like football. @ i am a mother of two.,I am a mother of two who likes football.
i like to surf. @ i am a reality tv star.,I’m a reality TV star and have filmed a lot of scenes on the beach while people were surfing.
i have three kids. @ i love hot wings.,My kids don't like eating anything hot.  I love hot wings though.
i am a parent. @ i like animals.,"I'm kind of a parent, too, depending on how you look at it—I have ten cats. I can't help it, I just love animals."
i am a parent. @ i like animals.,My kids each have a pet they take care of.
i am a parent. @ i like animals.,I allow each of my kids to have two pets.
i wish i was a musician. @ i am a star on screen.,"As an actor, I know a lot of musicians who work in the industry."
i wish i was a musician. @ i am a star on screen.,"I wish I could sing too, but at least you can act. How did you feel when you saw yourself on TV?"
i wish i was a musician. @ i am a star on screen.,I never was into music.  I prefer to act on the screen.
i enjoy reading things that have long story lins. @ i like to spend time at restaurants.,"I enjoy reading things that have long story lines, especially while I eat. So I always carry a book with me because I like to spend time in restaurants relaxing."
i enjoy reading things that have long story lins. @ i like to spend time at restaurants.,I like to read at cafes and restaurants. I love spending time at restaurants.
i enjoy reading things that have long story lins. @ i like to spend time at restaurants.,I like reading about fine dining.
i work in a hospital. @ i had to get used to moving a lot and seeing my dad once a year.,"I envy the stability your career provided, as I rarely get to see my father more than once a year since my job requires me to move frequently."
i work in a hospital. @ i had to get used to moving a lot and seeing my dad once a year.,Hospital work hours are brutal.
i work in a hospital. @ i had to get used to moving a lot and seeing my dad once a year.,I went into nursing but am a traveling nurse. I move around a lot.
i have a lot of kids. @ i want to go to europe.,"At this point I'm glad I don't, because kids can tie you down and I want to travel and for my first trip, I want to go to Europe."
i have a lot of kids. @ i want to go to europe.,I don't have any kids.  If I did it would be more expensive when I go to Europe.
i have a lot of kids. @ i want to go to europe.,i love traveling with my kids
i love to exercise. @ i like makeup.,"I love it too, I also like makeup"
i love to exercise. @ i like makeup.,"However, when i start to sweat it ruins my makeup."
i love to exercise. @ i like makeup.,I also like to exercise because I always want to stay fit and look my best. That's why I also like makeup.
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,i like to cook when I am not busy studying.
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,"Meat and potatoes are both good, so can't blame you. I see food a bit differently now though since I learned of some biochemisty."
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,"There aren't a lot of ""meat and potatoes"" types in higher learning, but my family back home works on a farm and they're still salt of the earth folks."
i like to garden. @ i love traveling.,"I enjoy gardening as well, but I haven't been able to garden as much with my new job. Do you like to travel?"
i like to garden. @ i love traveling.,I can't grow anything. I also don't like staying at home much. I love traveling.
i like watching tv in my free time as well. @ i like to play sports and get fresh air.,I prefer being more active.
i like watching tv in my free time as well. @ i like to play sports and get fresh air.,"I don't watch much TV, but I do like to watching sports, especially football and basketball. I like to play sports and get fresh air."
i like to do all my shopping at walmart. @ i prefer to live where the weather s cold.,I shop at Walmart on a cold day.
my parents are both dead. @ i refuse to ride the bus.,My father has a fear of airplanes and he has refused to fly for my entire life so far.
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,"I’m not a huge fan of Italian art, but it’s very helpful when it comes to teaching kids how to be creative and expressive."
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,I am a Spanish teacher for middle schoolers.
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,"That surprises me—I think it's such a beautiful language, I'm teaching my children to speak it. I think it's important for them to express their creativity and explore all aspects of life."
i work for a casino. @ i win a lot at the casino.,"On my breaks, you can find me on the slot machines."
i work for a casino. @ i win a lot at the casino.,After work hours I am allowed to play the slots.
i work for a casino. @ i win a lot at the casino.,I play casino games every day after I get off work.
i love dogs. @ i like to drink at bars with friends.,I like taking my dog to our local bar
i have fresh employment mongering automobiles. @ my favorite hobby is creating oil paintings.,I am selling artworks.
i have fresh employment mongering automobiles. @ my favorite hobby is creating oil paintings.,The cars I see are different colors like paintings.
i have fresh employment mongering automobiles. @ my favorite hobby is creating oil paintings.,I don't drive at all as my hobbies provide my income.
i enjoy eating meat from cows. @ i have a relaxing career.,I eat a steak after work.
i enjoy eating meat from cows. @ i have a relaxing career.,I do burger eating contests for work.
i enjoy eating meat from cows. @ i have a relaxing career.,I work at a restaurant but want to find a less stressful job.
i wish i could spend more time at home. @ i am a musician.,I also don't get to spend as much time at home as I'd like because I travel for my job. I visit lots of different places because I'm a musician.
i wish i could spend more time at home. @ i am a musician.,"However, my profession has me traveling a lot."
i wish i could spend more time at home. @ i am a musician.,I am busy away from home being a musician.
i like reading a lot. @ i practice vegetarianism.,My mother is coming to visit.
i enjoy beer and wine. @ i am done with my education.,Beer and wine at college was half of the experience.  But now I am done with my education.
i enjoy beer and wine. @ i am done with my education.,"I used to drink beer all the time, when I was in college. But I don't drink as much now that I am done with my education."
i enjoy beer and wine. @ i am done with my education.,I would like to celebrate with beer and wine because I am finished with my education.
i hate to be a disappointment to the people i love. @ i want a girlfriend.,My parents want me to have a girlfriend.
i hate to be a disappointment to the people i love. @ i want a girlfriend.,"Having people you love know they can rely on you is one of life's great satisfactions. I'm missing that right now, someone who depends on me, to fix that I want a girlfriend."
i hate to be a disappointment to the people i love. @ i want a girlfriend.,"i know,my brother worries all the time about what his girlfriend thinks of him."
i hate to be a disappointment to the people i love. @ i want a girlfriend.,I don't want to be a disappointment to my future girlfriend.
i hate to be a disappointment to the people i love. @ i want a girlfriend.,"I've gotten a lot better at interpersonal relationships, that's why I think I'm ready for a girlfriend."
i hate to be a disappointment to the people i love. @ i want a girlfriend.,"My family expects me to get married and have kids, so when I'm single it disappoints them."
i have a great job. @ my marriage lasted ten calendars after.,"But even after my marriage failed, I was able to take solace in my job, which I loved."
i have a great job. @ my marriage lasted ten calendars after.,I used to be unemployed when I got married.
i have a great job. @ my marriage lasted ten calendars after.,I started a new job after my divorce.  My marriage lasted for ten months.
i am accountant. @ i have a short commute to get to my job.,I drive to work.
i am accountant. @ i have a short commute to get to my job.,I work just down the street from where I live.
i am accountant. @ i have a short commute to get to my job.,"As an accountant, I bet you drive a fancy car to work."
i like the colder months. @ i am a proud mother.,My mother prefers the warmer months.
i like the colder months. @ i am a proud mother.,My baby was born in December so that time is extra special
i like the colder months. @ i am a proud mother.,Cold months are fun because of snow fights.  I love having snow fights with my kids.
my spouse is a great cook. @ alecia beth moore is on while i paint.,Does your spouse listen to music when they cook?  I do when I paint.
my spouse is a great cook. @ alecia beth moore is on while i paint.,I listen to music like alecia beth moore when I cook too.
my spouse is a great cook. @ alecia beth moore is on while i paint.,"I wish mine would try it more often, so I had more time for art."
i followed in my the footsteps of my dad and wrote my first novel at 30. @ my family used to live in sydney.,My family moved from Sydney after my dad published a novel and earned enough move to go to America.
i followed in my the footsteps of my dad and wrote my first novel at 30. @ my family used to live in sydney.,"I followed in the footsteps of my dad and wrote my first novel at 30, which he helped me sell to an Australian publisher when my family used to live in Sydney."
i followed in my the footsteps of my dad and wrote my first novel at 30. @ my family used to live in sydney.,My father never wrote anything.  We travelled a lot though and we used to live in Sydney.
pets appeal to me. @ i get tired of commercials.,There are so many pet food commericals on television.
pets appeal to me. @ i get tired of commercials.,I love pets because I'm lonely.  My loneliness makes me want to focus on shows and ignore stupid repetitive commercials.
pets appeal to me. @ i get tired of commercials.,I keep seeing pet commercials.
pets appeal to me. @ i get tired of commercials.,I love pets also.  Pets and television is my two passions.
pets appeal to me. @ i get tired of commercials.,"Pets appeal to me and I love watching basic cable animal shows on TV, but I can't do it for long because I get tired of commercials."
pets appeal to me. @ i get tired of commercials.,I believe that dogs should get fresh food. Pet food commercials make me mad.
i was on the pom pon squad as a teen. @ i have a large family with babies.,My daughter is now the captain of the pom pom squad.
i was on the pom pon squad as a teen. @ i have a large family with babies.,I ended up marrying the captain of the basketball team.
i was on the pom pon squad as a teen. @ i have a large family with babies.,My parents were rarely able to make it to my performances.
i was on the pom pon squad as a teen. @ i have a large family with babies.,"Everyone in my family was a cheerleader but me, so they made fun of me growing up. I was never athletic enough to cheerlead."
i was on the pom pon squad as a teen. @ i have a large family with babies.,I was a cheerleader in highschool. My husband played football. That's how we met. Now we're married and have kids. So. Many. Kids.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",I like to buy clothes to workout in.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",Sometimes I'll buy a new bathing suit.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I buy a lot of swimming attire, especially since i spend my Thursdays seimming."
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I don't tend to, as I spend as much time as I can in just a swimsuit."
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",I need to buy new clothes for swimming.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I buy a lot of work out clothes, I really enjoy going to the gym. Do you work out?"
i love to read. @ i have none to share my thoughts about the books i read.,"Books are one of my favorite things, too. Maybe we can talk more in the future because I have none to share my thoughts about the books I read."
i love to read. @ i have none to share my thoughts about the books i read.,I don't live with anyone so my hobbies include reading books.
i love to read. @ i have none to share my thoughts about the books i read.,I do too. We should form a book club. I don't have anyone to share my thoughts with about books.
i love my dog. @ i like shopping in the city.,"My city allows dogs into doors, so I love to take my own dog shopping with me."
i love my dog. @ i like shopping in the city.,I like taking my dog in the city.  There are a few places where he can even come shopping with me.
i love my dog. @ i like shopping in the city.,My favorite pet store is in the city. My dog is super spoiled.
i enjoy smooth and calm music. @ i am a man pursuing a career as a brand ambassador in california.,I enjoy a little of all music I think. I guess it depends what the music does or how it affects me overall as a person.
i enjoy smooth and calm music. @ i am a man pursuing a career as a brand ambassador in california.,i like to play music on my free time and incorporate it into my work.
i enjoy smooth and calm music. @ i am a man pursuing a career as a brand ambassador in california.,I listen to calm music to ease the stress of being a brand ambassador.
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,"That sounds good. I need something good to read during downtime at my job, which is at a supermarket."
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,"My favorite book is about a commander, which is similar to my job at the supermarket because it feels like an arm unit."
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,I read the synopsis of new books at my work.
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,Sometimes I read novels during my lunch breaks at the supermarket.
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,I could never do a job that tough.
my favorite novel is about a who realizes he is a commander. @ i am employed at the supermarket.,I never have time to read because I'm always at work at the supermarket.
i hate overtime. @ i take care of people.,I believe my recent career change helped me not to mind longer hours.
i hate overtime. @ i take care of people.,I hate when I have to work overtime.  I have to take care of my crew and make sure they don't get overtired.
i hate overtime. @ i take care of people.,I don't like overtime either becuse I would rather spend my time doing what I like to do which is taking care of people.
i love walking in the woods. @ i saw the sun change with out help.,That sounds peaceful.  I like to sit and watch the sun change.
i love walking in the woods. @ i saw the sun change with out help.,I love watching the sun outdoors.
i love walking in the woods. @ i saw the sun change with out help.,"I like to walk in the woods in the morning before the sun rises, have you ever seen the sunrise?"
i have been in the country all my life. @ i reside on a zoo in a awesome state.,I lived in a zoo in the country side before.
i have been in the country all my life. @ i reside on a zoo in a awesome state.,"I have as well, with  animals."
i have been in the country all my life. @ i reside on a zoo in a awesome state.,I love country animals.
i love animals. @ i love to walk in the woods.,I see squirrels a lot
i love animals. @ i love to walk in the woods.,I like looking at birds and other wildlife. I see them a lot because I love to walk in the woods.
my mom has too many clothes. @ i study to be a businessman.,"I have that problem too, I just need them for my job. What do you do for work? Or are you a student?"
my mom has too many clothes. @ i study to be a businessman.,I want to be able to be successful and shop as much as she does.
my mom has too many clothes. @ i study to be a businessman.,My mom's wardrobe costs as much as my education to be a businessman.
i love foreign vehicles. @ i hate overtime.,I heard it takes way more hours to make a foreign vehicle than one made in USA
i love foreign vehicles. @ i hate overtime.,"I would love to save up and buy a foreign vehicle, but I don't like working overtime."
i love foreign vehicles. @ i hate overtime.,Foreign vehicles can be expensive. I'd have to work a lot to pay for one.
i have a spouse and children in the us. @ i like distance from society.,My family lives in the woods in Montana.
i have a spouse and children in the us. @ i like distance from society.,My wife and I live in the country with our kids in the US.  We like to stay away from people.
i have a spouse and children in the us. @ i like distance from society.,I have a spouse and children in the US whom I miss very much—but I can't return to America. Everyone's so extroverted there and that's just not me; I like distance from society.
i have a spouse and children in the us. @ i like distance from society.,My spouse and kids live in the country in the US.  I don't like to be around other people.
i have a spouse and children in the us. @ i like distance from society.,"I'd like to start a family someday, but I value my seclusion from society, and I can't find a partner willing to live as reclusively as myself."
i have a spouse and children in the us. @ i like distance from society.,We stay in the country.
i hope to move out soon. @ i have a cat.,My best friend is visiting.
i hope to move out soon. @ i have a cat.,I hope to move out soon with my cat
i hope to move out soon. @ i have a cat.,My apartment has a mice problem.
i live with my parents. @ i travel often.,"I'm able to travel so much because I still live with my parents, so I don't have to pay rent and can use the money for airfare."
i live with my parents. @ i travel often.,sometimes I need a break from my parents.
i live with my parents. @ i travel often.,It allows me to save a lot of money.
i do not consume any meat or dairy products. @ i work with kids.,I do not consume any meat or dairy products. I'm trying to be as healthy as possible because I work with kids and want to be a good influence.
i do not consume any meat or dairy products. @ i work with kids.,I have to watch what I eat.  I work with kids and they might have allergies.
i do not consume any meat or dairy products. @ i work with kids.,I am raising my children not to eat meat.
i do not consume any meat or dairy products. @ i work with kids.,"I don't really have any restrictions with diet, but I have seen quite a range of restrictions."
i do not consume any meat or dairy products. @ i work with kids.,I teach my morals to young ones.
i do not consume any meat or dairy products. @ i work with kids.,I am raising my kids to be vegans.
i enjoy swimming. @ my spouse is a member of the military.,I think you learn a lot from those who have prior training.
i enjoy swimming. @ my spouse is a member of the military.,I have been swimming a lot since my husband is deployed.
i enjoy swimming. @ my spouse is a member of the military.,"That's cool! I love swimming, my husband and I usually go to the beach together after work and go for a swim. What does your husband do?"
i am very good at most racket sports. @ i had cows as pets growing up.,"That's cool, I grew up on a farm so that's how I started riding horses competitively. Did you have horses on your farm?"
