inputs,target 
i work in a library. @ i like anything made from italy.,I found a great book about Italy at the library last week.
i work in a library. @ i like anything made from italy.,I like to read Italian books.
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,"Flowers have beautiful forms and shapes that serve as template for making special cookies, which I enjoy a certain kind of cookie."
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,I have always found flowers beautiful and colorful.  Colors make me happy which is why I only like colorful cookies.
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,"I always eat my cookie desserts at my dining table, which is decorated with flowers."
i swallow a lot of brews. @ i dig huge guys.,"I am sure you like large coffees too, right?"
i swallow a lot of brews. @ i dig huge guys.,i like going to bars to have beer
i swallow a lot of brews. @ i dig huge guys.,"I've found the hugest guys at the bar, because the more brew guys drink the bigger their bodies get."
i have a garden in my yard. @ i like to make fresh pies.,"I have a garden in my yard and I grow all sorts of things, but I love growing different berry plants because I like to make fresh pies."
i have a garden in my yard. @ i like to make fresh pies.,You must enjoy being outside. I like being inside. I like to make fresh pies.
i like to look at the sky. @ i dress in a suit.,I even wear my suit when I go outdoors for a walk to enjoy the sunshine and wide open sky. I love wearing a suit!
i like to look at the sky. @ i dress in a suit.,The sky is beautiful and that is the reason I choose clothes in the colors of the sky.
i like to look at the sky. @ i dress in a suit.,I like the color of the sky.  I have a suit in that tone.
i am an introvert. @ lebron is my favorite player.,I heard a lot of athletes are introverts
i am an introvert. @ lebron is my favorite player.,"I don't like to go out, instead I stay in and watch basketball."
i am an introvert. @ lebron is my favorite player.,I spend a lot of time in my room watching NBA games.
i enjoy books. @ i teach kids how to be creative and express themselves.,I read books to my class at school.
i enjoy books. @ i teach kids how to be creative and express themselves.,I am an avid book lover and I derive so much satisfaction by helping children become comfortable with reading and ultimately writing their own stories and ideas.
i enjoy books. @ i teach kids how to be creative and express themselves.,I like teaching.
i enjoy eating cow products. @ i wake up early daily.,I like to drink coffee early in the morning.
i enjoy eating cow products. @ i wake up early daily.,"Yes, one of my favorite foods is bacon! I always have a hearty breakfast as the sun is coming up!"
i enjoy eating cow products. @ i wake up early daily.,I eat cow made sausage for breakfast in the morning.
i collect a lot of sports memorabilia. @ i have a couple of pythons.,I also collect snakes.
i collect a lot of sports memorabilia. @ i have a couple of pythons.,"Interesting, I personally don't collect anything but I do have a lot of pets. Do you have any pets?"
i collect a lot of sports memorabilia. @ i have a couple of pythons.,I love collecting baseball cards.  I love collecting so much that I even started collecting snakes.
my dad was a police officer. @ my mos was working in school.,"I'll bet he had some stories to share. My mom worked at a school, and she told us some real whoppers!"
my dad was a police officer. @ my mos was working in school.,My dad often worked in a school to make sure the kids where safe.
my dad was a police officer. @ my mos was working in school.,My dad work late nights as a police officer which was the opposite of my mom’s dayshift at the school.
my job requires me to be there three days a week. @ the taste of hops and barley is something i could do without.,I go to the pub on my day off.
my job requires me to be there three days a week. @ the taste of hops and barley is something i could do without.,"My job needs me to work three days a week, which is fine except it's at a brewery and I get a little sick of the beer smell. So I don't drink much because the taste of hops and barley is something I can do without."
my job requires me to be there three days a week. @ the taste of hops and barley is something i could do without.,"Not too bad then. I think many drink to cope with stressful, unfavorable work conditions in life."
i reside on the outskirts of a city know as beantown. @ i reside on a zoo in a awesome state.,That's really neat. I stay on the grounds of a zoo in a really nice state.
i reside on the outskirts of a city know as beantown. @ i reside on a zoo in a awesome state.,i prefer living near the wild
i reside on the outskirts of a city know as beantown. @ i reside on a zoo in a awesome state.,The zoo gets a lot of traffic from people visiting from beantown.
i want people to think i am always happy. @ i like living by the water.,I have a great life at the beach.
i want people to think i am always happy. @ i like living by the water.,It would be great to actually always be happy and free to come and go as we please though.
i want people to think i am always happy. @ i like living by the water.,"I used to have to pretend to be happy when I was living away from the water, but now that I'm by the ocean, I can be authentically happy."
i want people to think i am always happy. @ i like living by the water.,If people think I'm happy they respect me.  So I grabbed a house by the beach because the scenery is so positive.
i want people to think i am always happy. @ i like living by the water.,"I want people to think I am always happy, which is easier because I just moved to a place by the water that I love. I like living by the water much more than my old place."
i want people to think i am always happy. @ i like living by the water.,I try to be happy as I live in a wonderful place.
i am an accountant. @ i enjoy running.,I work with numbers and i work out daily.
i am an accountant. @ i enjoy running.,"Accounting is mainly a desk job, which makes staying in shape hard. I try to make sure to get enough exercise, which is why I enjoy running."
i am an accountant. @ i enjoy running.,"I am an accountant, but I hate being cooped up in an office all day so I can't wait to get outside and take a run because I enjoy running!"
i hope to move out soon. @ i have a cat.,My best friend is visiting.
i hope to move out soon. @ i have a cat.,I hope to move out soon with my cat
i hope to move out soon. @ i have a cat.,My apartment has a mice problem.
i hope to have powers to use for good in the future. @ i like to read a lot.,"I think we all do, but I think just being a kind person is the most you can do sometimes. Leave the super powers to your books."
i hope to have powers to use for good in the future. @ i like to read a lot.,I would teach all the kids around the world to read.
i hope to have powers to use for good in the future. @ i like to read a lot.,"Right now, I'm studying a lot to figure out how I can do something important. Luckily,"
i love walking in the park. @ i love chocolate.,I need to exercise more in order to lose weight because I love eating snacks too much.
i love walking in the park. @ i love chocolate.,Park is a good place for picnic. And for the picnic dessert I love chocolate.
i like the colder months. @ i like hoops.,"I hate the cold and love the heat, among Summer sports for sure!"
i like the colder months. @ i like hoops.,One of my favorite sports to play in the cooler months is basketball.
i like the colder months. @ i like hoops.,My least favorite thing about the colder months is it's too icy to play hoops on the basketball court. I keep slipping.
i love to eat fluffy hotcakes in the morning. @ i have chick.,I use eggs from my own farm.
i love to eat fluffy hotcakes in the morning. @ i have chick.,My chick's favorite breakfast is fluffy pancakes and hotcakes.
i love to eat fluffy hotcakes in the morning. @ i have chick.,I eat pancakes and feed them to my baby chick.
i love to eat fluffy hotcakes in the morning. @ i have chick.,Alone I would avoiding eating too often since it can become overeating.
i love to eat fluffy hotcakes in the morning. @ i have chick.,I like to make pancakes for my girlfriend in the morning.
i love to eat fluffy hotcakes in the morning. @ i have chick.,I eat fluffy hotcakes with my chick.
i coordinate events. @ i loved the idea of building houses as a kid.,I could never set up an event.  I love building houses though.
i coordinate events. @ i loved the idea of building houses as a kid.,"I tried to become a builder when I was older, but I couldn't figure to how to coordinate all the construction workers at the site and failed."
i coordinate events. @ i loved the idea of building houses as a kid.,I wish that I was an architect instead.
i am attending college to work in a hospital. @ i do not have any siblings.,"Since I'm an only child, my parents push me to go to college so I can be successful and make them proud."
i am attending college to work in a hospital. @ i do not have any siblings.,"I love being around people, even if they are sick.  I hate being lonely like I was when I was an only child."
i am attending college to work in a hospital. @ i do not have any siblings.,My parents were able to help me achieve going to a good college.
i love to play tennis. @ i work as a lifeguard.,I have never played tennis before but I keep pretty active as I work as a lifeguard.
i love to play tennis. @ i work as a lifeguard.,I don't like spending time indoors. That's partially why I work as a lifeguard.
i love to play tennis. @ i work as a lifeguard.,Is it your job?
i work for a magazine. @ i love to workout.,i work for a magazine and love to workout.
i work for a magazine. @ i love to workout.,"beside the magazine, I like to do physical things"
i work for a magazine. @ i love to workout.,do they have a gym there? i love working out
i want to get my own place. @ i have zero desire to work.,I can't afford most places I want to live since I am not motivated to work.
i want to get my own place. @ i have zero desire to work.,I have to work to have the money to get my own place.
i want to get my own place. @ i have zero desire to work.,you will need to get a good job if you want to move from your parents.
i enjoy wearing costumes so you can guess what my favorite day of the year is. @ i like to exercise before work.,I want to look good in my costume this year so I have been exercising.
i enjoy wearing costumes so you can guess what my favorite day of the year is. @ i like to exercise before work.,"I'm exercising to lose weight, which is something I always gain during Halloween because of all the candy I eat!"
i enjoy wearing costumes so you can guess what my favorite day of the year is. @ i like to exercise before work.,I exercise to look fit in my costume.
i enjoy skateboarding and going skiing. @ we had 5 felines but one had to go since it hated both of our mutts.,"I wish I could do either of those things, but I do have other hobbies at least."
i enjoy skateboarding and going skiing. @ we had 5 felines but one had to go since it hated both of our mutts.,Usually I bring my dogs along with me.
i enjoy skateboarding and going skiing. @ we had 5 felines but one had to go since it hated both of our mutts.,"We leave our felines and mutts home alone together when we went out skiing on the slopes, so if they don't get long the house will get destroyed."
i have 2 children. @ classic firms are the best.,I am careful to only feed my children traditional products.
i have 2 children. @ classic firms are the best.,I like to watch old movies with my kids.
i have 2 children. @ classic firms are the best.,"I have 2 children and they say that when they grow up, they want to have a job like mine at a firm like Whirlpool. It's funny, we all feel the same way: classic firms are the best."
i studied english in college. @ my dad used to work in law enforcement.,I once majored in English.  My dad told me I'd need it for when I become a cop like him.
i studied english in college. @ my dad used to work in law enforcement.,"I decided to become a teacher, and not follow in my dad's footsteps."
i studied english in college. @ my dad used to work in law enforcement.,I couldn't go to college.  My did was in law enforcement and didn't make enough money for tuition.
i do not need glasses. @ i am the opposite of a republican.,I once read a study that claimed democrats wear glasses more than republicans.
i do not need glasses. @ i am the opposite of a republican.,I think Republicans need glasses in order to take a look at themselves more closely in the mirror.
i do not need glasses. @ i am the opposite of a republican.,I am a democrat with perfect eyesight.
i love to go to the cinema. @ dominoes specializes in what i like best.,After the cinema I like to get pizza.
i love to go to the cinema. @ dominoes specializes in what i like best.,My weekend routine is to go to the cinema and then get dominoes pizza on the way home.
i love to go to the cinema. @ dominoes specializes in what i like best.,"I used to go see movies when I was younger, but the food is what made it perfect, not just the movie itself."
i have never traveled out of the country. @ i enjoy going on hikes.,I enjoy going on hikes and some of the best hikes I have done have been when I travel to Europe.
i have never traveled out of the country. @ i enjoy going on hikes.,"When I have vacation time, I like going to the mountains.  That's a great place for me to enjoy going on hikes."
i own reptiles. @ i hope i get to go skydiving while i still can.,they are large because I live life dangerously.
i own reptiles. @ i hope i get to go skydiving while i still can.,"I want to buy a reptile before I get too old, since I hear they need a lot of upkeep as pets."
i own reptiles. @ i hope i get to go skydiving while i still can.,I prefer pets that can fly or glide through the air.
i like vehicles. @ i like the shade of emerald.,I painted my vehicle green in the shade of emerald.
i like vehicles. @ i like the shade of emerald.,I am thinking of getting a new car.  I want something in an emerald color.
i like vehicles. @ i like the shade of emerald.,the car I have right now is red.
i hate seeing animals in pain. @ i try to keep active.,I joined Green Peace.
i hate seeing animals in pain. @ i try to keep active.,I volunteer at an animal shelter when I have free time.
i hate seeing animals in pain. @ i try to keep active.,I don't like suffering at all.  That's why I stay active.
technology and programming will train me for my future career. @ catching walleye is a favorite sport of mine.,I like fishing for walleye so much because I feel like the world is so technological these days that it's nice to get a break with nature.
technology and programming will train me for my future career. @ catching walleye is a favorite sport of mine.,"Technology and programming will train me for my future career, but it can be pretty intense and reclusive work so I try to relax in nature when I can, which is nice because catching walleye is a favorite sport of mine."
technology and programming will train me for my future career. @ catching walleye is a favorite sport of mine.,I like catching walleye when not studying for my career.
i enjoy jogging. @ i have a long commute.,Jogging is good.  I like to stretch my legs after I get off the train from work.
i enjoy jogging. @ i have a long commute.,"I used to commute on foot, but then I moved and now I have to drive to work. I've started jogging on weekends now to get myself back into shape."
i enjoy jogging. @ i have a long commute.,"I prefer biking, I like biking to work so I can stay active."
i want to write a book before i die. @ i teach middle school art.,What type of book do you want to write? Anything related to your occupation?
i want to write a book before i die. @ i teach middle school art.,Maybe I can illustrate your book for you. I teach middle school art.
i want to write a book before i die. @ i teach middle school art.,I love spaghetti.
i have a crummy job at scrubway. @ i am in college.,I have to work to go to school.
i have a crummy job at scrubway. @ i am in college.,"It's just until I graduate and can get a better job.  Right now, I'm in college."
i have a crummy job at scrubway. @ i am in college.,I work my way through college at a bad job.
i love spanish movements. @ i hate to be a disappointment to the people i love.,but my parents hate them.
i love spanish movements. @ i hate to be a disappointment to the people i love.,My family are from the southern part of Spain.
the smell of the ice and the coldness in the area draws me to games. @ i am an older sister.,I have younger siblings and they love snow and like to watch games.
the smell of the ice and the coldness in the area draws me to games. @ i am an older sister.,I like to play games with my siblings
the smell of the ice and the coldness in the area draws me to games. @ i am an older sister.,"The smell of the ice and the coldness in the area draws me to games, because it's better spending time inside. I am an older sister and I play them with my little brothers"
my sister belongs to a cult and has not spoken to the family in years. @ my father was a member of the communist party.,I think a lot of political groups could be considered cults.
i am a personal chef. @ i would like to open a restaurant someday.,"That's great, where are you hoping  to go with your career as a chef?"
i am a personal chef. @ i would like to open a restaurant someday.,I find enjoyment in cooking and would love to do it forever.
i am a personal chef. @ i would like to open a restaurant someday.,Good chef is the key to a successful restaurant. I like to work in the restaurant as I would like to open a restaurant someday.
my dad is very strict with his kids. @ i am a professional basketball player.,I am a professional basketball player and sometimes our coach is strict with us like a father with his kids.
i am very good at most racket sports. @ i had cows as pets growing up.,"That's cool, I grew up on a farm so that's how I started riding horses competitively. Did you have horses on your farm?"
i am very good at most racket sports. @ i had cows as pets growing up.,Playing tennis is something My dad taught me growing up.  We would do it after tending to the cows in the field.
i am very good at most racket sports. @ i had cows as pets growing up.,When I was not playing sports when I was little I was taking care of my pets.
i want to get married again. @ i have 10 years experience in our industry,Will your career be able to support your new spouse?
i want to get married again. @ i have 10 years experience in our industry,After my last marriage I was encouraged to switch occupations.
i think posting pics on facebook of my everyday life is fun. @ in the future i want to drive a large vehicle.,"The larger the vehicle someone drives, the more likes they get on facebook, so I'm hoping upgrading to a large vehicle will make me more popular online."
i think posting pics on facebook of my everyday life is fun. @ in the future i want to drive a large vehicle.,I love showing my life on social media.  One day I'll show off a pic of my new big truck
i think posting pics on facebook of my everyday life is fun. @ in the future i want to drive a large vehicle.,I post pictures of my car on Facebook.
i like the group the rolling stones. @ i have 3 kids.,I had my babies listen to them in their crib
i like makeup. @ i love to exercise.,"I wish I could find a better waterproof foundation, so I wouldn't sweat it off."
i am employees in the baking industry. @ i love my two siblings.,My two siblings work in the baking industry with me.
i am employees in the baking industry. @ i love my two siblings.,My siblings work with me.
i am employees in the baking industry. @ i love my two siblings.,I first learned cooking through home/family -- but went my own way and my own style was adopted.
i want to get married again. @ i am not going to go the extra mile anymore.,"However, in my first marriage, I gave and gave and it still didn't work out.  If I get remarried, I'm not going to go the extra mile anymore."
i have been in the country all my life. @ i have been studying to become a doctor for two years.,"I have been in the country all my life and I was thinking about taking a trip overseas, but I didn't have enough time because I have been studying to become a doctor for two years."
i have been in the country all my life. @ i have been studying to become a doctor for two years.,I just moved to the city to study.
i have been in the country all my life. @ i have been studying to become a doctor for two years.,I want to become a doctor because a doctor is the highest earning profession in the country.
i love reading. @ i love animals.,Reading is fun and I like to read animal books.
i love reading. @ i love animals.,when I am not reading I volunteer at the local shelter.
i love reading. @ i love animals.,I love it when my cat jumps on my lap when I'm reading a good book.
i am a rock star on the strings. @ i reside on a zoo in a awesome state.,My favorite part about being in the zoo is playing my guitar strings for the animals. They seem to really like it!
i am a rock star on the strings. @ i reside on a zoo in a awesome state.,I love playing the guitar.  I play it at the zoo where I live.
i am a rock star on the strings. @ i reside on a zoo in a awesome state.,I don't go around much.  I stay in a zoo.
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.","Yeah, it is really beautiful, but you hide it under your beanie when we are skiing so I never see it. Do you want to hit that route on the tall mountain tomorrow morning?"
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.","Does it suit your preferences? I generally try and look how I feel, to whatever extent I can."
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.",I tie up my hair when I ski.
i adopted all my dogs. @ i love to read.,I used to read all the time about dogs.
i dislike orange vegetables from the ground. @ glasses give me a headache.,I like to eat carrots.  They make my vision better and glasses give me a headache.
i dislike orange vegetables from the ground. @ glasses give me a headache.,"I dislike orange vegetables from the ground but I wish I could eat them because they're good for your eyesight. So because of that, now my vision is failing and what's even worse is that glasses give me a headache."
i dislike orange vegetables from the ground. @ glasses give me a headache.,Certain vegetables give me migraine.
i dislike orange vegetables from the ground. @ glasses give me a headache.,So you don't like carrots or butternut squash? Interesting. Do you like my new glasses? Do you wear glasses?
i dislike orange vegetables from the ground. @ glasses give me a headache.,I think that carrots would help my vision but I can't eat them.
i dislike orange vegetables from the ground. @ glasses give me a headache.,I hear carrots are good for your vision.  Maybe I should try them because my glasses are giving me a headache.
i have a couple pets. @ i enjoy the ocean.,I take my pets to the ocean to play.
i have a couple pets. @ i enjoy the ocean.,I like to bring my dog to the beach.
i have a couple pets. @ i enjoy the ocean.,"I have a couple pets who love going to the beach with me, which is nice because I really enjoy the ocean."
i use the computer all day. @ i love hockey.,Did you know you can use the computer to check scores of hockey teams.
i use the computer all day. @ i love hockey.,I find using a computer all day can be exhausting so that is why I play sports in the evening like hockey.
i love playing tennis. @ i love reading mysteries in my free time.,"I love tennis and reading.  I love reading mysteries in my free time usually,"
i love playing tennis. @ i love reading mysteries in my free time.,I got injured so I started reading a lot.
i love playing tennis. @ i love reading mysteries in my free time.,i like to play tennis and read mysteries.
my mother is a teacher in the city. @ i work out daily.,"I started working out a lot after quitting my job and moving away from the city, because there are so many outdoor trails to run on."
my mother is a teacher in the city. @ i work out daily.,I work out daily in enough to go jogging through the city.
my mother is a teacher in the city. @ i work out daily.,"I have a mother that is a teacher in the city, and I work out daily."
my sister is a published author. @ i play guitar in the local band.,"My sister is a published author, which is typical of people in our family because we all have something to do with the arts in some way, for instance, I play guitar in the local band."
my sister is a published author. @ i play guitar in the local band.,my brother writes too - he writes music for the local band I play in.
i enjoy eating meat from cows. @ i have a relaxing career.,I eat a steak after work.
i enjoy eating meat from cows. @ i have a relaxing career.,I do burger eating contests for work.
i enjoy eating meat from cows. @ i have a relaxing career.,I work at a restaurant but want to find a less stressful job.
i like to take care of pets. @ my mane is not a natural color.,"I like taking care of pets, especially horses. They have such beautiful manes, but my hair (which I call my ""mane"") is not as beautiful 'cause it's not a natural color."
i like to take care of pets. @ my mane is not a natural color.,"I like to dye my mane because I work at a salon for pets, and we're always cutting, dying and braiding animals' hair."
i like to take care of pets. @ my mane is not a natural color.,I just love the color of animal fur.  I loved it so much I dyed my hair the same color.
i need to make healthier choices when i go out to eat. @ i would like ot have a couple of children.,"When I have children, I think it will be important to make sure they eat well."
i need to make healthier choices when i go out to eat. @ i would like ot have a couple of children.,Making healthy choices means my body is better off.  I like having a healthy body because that means I'm more likely to have kids.
i need to make healthier choices when i go out to eat. @ i would like ot have a couple of children.,Healthy diet is important for the health and pregnancy as in the future I would like to have a couple of children.
i like spending time with my friends and family. @ i like to read a lot of books.,What do you enjoy doing in your spare time?
i like spending time with my friends and family. @ i like to read a lot of books.,When I am not with family and friends I am reading.
i like spending time with my friends and family. @ i like to read a lot of books.,I dislike my family. I prefer to lock myself in my room and read lots of books.
my parents are divorced and my mom and i get along well. @ i work with computers.,I had to get a high paying computer job to help support my single mother after the divorce.
my parents are divorced and my mom and i get along well. @ i work with computers.,My parents got a divorce when I was going to school for computers
my parents are divorced and my mom and i get along well. @ i work with computers.,"That's good, my parents are also divorced, but my mom and I don't really have a relationship. She doesn't approve of my job, what do you do for work?"
i love dogs. @ i like to drink at bars with friends.,I like taking my dog to our local bar
i love to travel. @ i have a crummy job at scrubway.,I don't get to travel as much as I want because of lack of money.
seafood is my favorite kind of food. @ i own a car.,"Sea food is good, but you can only get good sea food at a market 30 miles away. You need a car to get there."
seafood is my favorite kind of food. @ i own a car.,How would you like to go to the beach?
seafood is my favorite kind of food. @ i own a car.,I drive 10 miles to my favorite seafood spot.
i like animals. @ i enjoy spending time with my children.,"I love my two dogs, but couldn't keep up their care once I had children."
i like animals. @ i enjoy spending time with my children.,I prefer children.
i like animals. @ i enjoy spending time with my children.,I am not an animal person.  I'd rather spend time with my kids.
"next year i will be sixteen. @  we have 3 pets in the house , one of them is mine.",I will be going to college in a couple of years and I'm not sure if I should bring my pet along.
"next year i will be sixteen. @  we have 3 pets in the house , one of them is mine.",I'm a 15 year old with one pet.
"next year i will be sixteen. @  we have 3 pets in the house , one of them is mine.",I was able to get a pet when I was sixteen.  I have one and there are three in the house.
i like sports. @ i wear nice clothes.,"I like sports so I get really sweaty when I play, but I always make sure to shower and clean up nicely because I care a lot about my appearance and no matter what, I wear nice clothes."
i like sports. @ i wear nice clothes.,I like to see the teams' uniforms when I watch sports.
i like sports. @ i wear nice clothes.,"I used to play football in high school, i miss those comfortable shorts. Now I own a business and I wear nice clothes."
"we have one preteen and one teenage child. @  hi there , people call me j and i come from texas.","The state of Texas has high rates of people with children, so it's a great place to raise a family."
"we have one preteen and one teenage child. @  hi there , people call me j and i come from texas.",We enjoy traveling inside our state.
"we have one preteen and one teenage child. @  hi there , people call me j and i come from texas.","Hey there. Kids can be good but how are you, stranger?"
i buy too many clothes. @ nature really refreshes me.,When I am not shopping I am out in nature.
i buy too many clothes. @ nature really refreshes me.,I've been buying new outdoors clothes for going into nature and I think I bought too many. There are so many options.
i buy too many clothes. @ nature really refreshes me.,I stupidly over do it on clothes.  I realize this when I go on nature walks and enjoy nature's beauty.
i exercise everyday. @ i eat large meals.,I have black hair.
i exercise everyday. @ i eat large meals.,I eat a lot of calories to keep up
i exercise everyday. @ i eat large meals.,Exercise requires a lot of calories.
my favorite city is seattle. @ i ride my bicycle everywhere.,I have three sisters.
my mother is the greatest chef in the world. @ i really enjoy watching classic films over the new ones.,"My mother is the greatest chef in the world and I especially love her old world dishes. I'm a traditionalist when it comes to everything, though; for example, I really enjoy watching classic films over the new ones."
my mother is the greatest chef in the world. @ i really enjoy watching classic films over the new ones.,My mother never really cooked.  She instilled a love of classic movies to me though.
my mother is the greatest chef in the world. @ i really enjoy watching classic films over the new ones.,My favorite hobbies are cooking and watching films.
i play basketball and football. @ my significant other and i will be having a wedding.,"What a great way to spend the weekend, good for you. I'm having a big weekend myself actually—getting married to my wonderful s.o.!"
i play basketball and football. @ my significant other and i will be having a wedding.,my current fiance also plays sports
i play basketball and football. @ my significant other and i will be having a wedding.,I bet my fiancee while at the park playing basketball.
i read a lot of used books. @ i like cats.,My cat curls up in my lap when I read.
i read a lot of used books. @ i like cats.,I found a bookstore that features the owner's three cats because I like cats.
i enjoy hearing others stories. @ i have a medical condition that is made worse by the cold weather in my state.,"If you like stories, I have a lot of stories about my skiing vacations."
i enjoy hearing others stories. @ i have a medical condition that is made worse by the cold weather in my state.,I like to hear about different medical issues.
i enjoy hearing others stories. @ i have a medical condition that is made worse by the cold weather in my state.,People who have to stay at the hospital usually have interesting stories.
i have been working in the same place for nearly a decade. @ i like to listen to music.,I don't know if I could stay somewhere for that long.  Maybe if its in a music store.  That's my passion.
i have been working in the same place for nearly a decade. @ i like to listen to music.,When I am not working I like to chill at home.
i have been working in the same place for nearly a decade. @ i like to listen to music.,"I have been working in the same place for nearly a decade, which is great for me because it's a record shop and I like to listen to music."
i watch a television sitcom starring a group of people close to one another. @ my father has a lot of knowledge about household repair.,I didn't watch a lot of television growing up.  I did learn how to fix them from my father though.
i watch a television sitcom starring a group of people close to one another. @ my father has a lot of knowledge about household repair.,"I love watching buddy comedies.  The funniest was Home Improvement, which is about fixing things around the home."
i watch a television sitcom starring a group of people close to one another. @ my father has a lot of knowledge about household repair.,"When my father repaired the house, he would always leave the television on really loud so he could hear it."
my boyfriend is in acting school. @ i am a great baker.,He needed some cakes for props in a play.  So I baked some.
my boyfriend is in acting school. @ i am a great baker.,"How that's incredible! My girlfriend is currently in culinary school, she wants to work with pastries."
i have no clue who my father is. @ i work outside on taxis.,I wonder if my father liked to work on taxis too.
i have no clue who my father is. @ i work outside on taxis.,"I have no clue who my father is, but my uncle has always been very supportive. He owns a cab company and because of him, I work outside on taxis."
i have no clue who my father is. @ i work outside on taxis.,I never knew my dad and always wonder if he's ever been in my cab.
i enjoy eating italian food. @ pizza is my favorite.,"Me too, especially pizza"
i enjoy eating italian food. @ pizza is my favorite.,I enjoy eating Italian food and I like all kinds but pizza is my favorite!
i enjoy eating italian food. @ pizza is my favorite.,Ordering take-out is my greatest talent.
i like catching sharks. @ dad will not let me buy apple products since he worked for their competitor.,My dad hates apple products so much that he takes their products out to the ocean and throws them in the water with the sharks.
i like catching sharks. @ dad will not let me buy apple products since he worked for their competitor.,That sounds dangerous which is why I stick to photographing sharks with anything but apple products.
i like catching sharks. @ dad will not let me buy apple products since he worked for their competitor.,I like to record my adventures on my phone.
i am very active in the community. @ i want t o travel and make things.,I don't want to stay in my community.  I want to travel.
i am very active in the community. @ i want t o travel and make things.,"I am very active in the community and I've met some great people. In fact, I'm organizing a trip for all of us to go to a nearby artisan community because I want to travel and make things and so do they."
i am very active in the community. @ i want t o travel and make things.,I am not involved very much with mine.
i want to get married again. @ i m angry at my coworker.,"Not me, I'm married to my work. Unfortunately I'm pissed at my coworker right now."
i dream of shooting hoops in a foreign country. @ i am fresh into the post graduate world.,I want to study abroad
i dream of shooting hoops in a foreign country. @ i am fresh into the post graduate world.,I would rather do such than focus on mere education to be honest.
i dream of shooting hoops in a foreign country. @ i am fresh into the post graduate world.,I dream of shooting hoops in a foreign country and I'm free to do so now because I graduated and am fresh into the post graduate world.
i have never been out of the country. @ i love to go hiking.,There are many hiking areas in other nations.
i have never been out of the country. @ i love to go hiking.,"I haven't either, but there are tons of great places to visit here. I really enjoyed hiking in Colorado."
i curate art. @ i work in a lawyers firm.,"I curate art in my spare time on a volunteer basis. But to earn money, I work in a lawyer's firm."
i curate art. @ i work in a lawyers firm.,I have a second job.
i curate art. @ i work in a lawyers firm.,I have to buy an art piece for the lawyers firm that I work for.
i want to be an explorer. @ i am an athlete.,I like exploring as well. I'm very athletic.
i love to dance salsa. @ i am a great baker.,I exchange pies for dance lessons.
i hope she enjoys tourist like activites. @ i have a ton of energy.,"Tourist activities are tiring.  Fortunately for me, I have a ton of energy."
i hope she enjoys tourist like activites. @ i have a ton of energy.,I have no problem watching her for 15 hours.
i hope she enjoys tourist like activites. @ i have a ton of energy.,I could take her to lots of places.
i enjoy walks on the beach. @ i love to paint.,"Sometimes I'll take my art supplies with me to the beach and I'll paint the sunset.  It's a great way for me to combine the beach with one of my favorite activities, because I love to paint."
i eat at burger king five times a week. @ i jump out of airplanes.,I work off a lot of calories at work.
i eat at burger king five times a week. @ i jump out of airplanes.,I ate at burger king before jumping out of the airplane.
i eat at burger king five times a week. @ i jump out of airplanes.,"I like doing risky things, but one of the things I never risk is my own health. I'm safer jumping out of airplanes than going to eat at burger king."
i have less than four pets. @ my mom was a rn.,I love pets and want to be a vet and work in the medical field like my mom.
i have less than four pets. @ my mom was a rn.,My mom never let me have pets.  She was always at work because she was an rn.
i have less than four pets. @ my mom was a rn.,I think pets and people are like letters.
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,My favorite thing to do with my strings is visit the zoo and strum for the animals. They get excited when they hear the music.
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,I play music at the zoo.
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,I could never stay in a zoo.  I travel around the world with my band.
i chat with my parents whenever i can. @ i do not date.,I have time to chat with my parents since I do not date.
i chat with my parents whenever i can. @ i do not date.,"I've been single for years, but I try to stay socialized by calling my parents and family every day."
i chat with my parents whenever i can. @ i do not date.,I don't have a lot of time outside of work.
i like to participate in exciting activities. @ my dog looks a little like a wolf.,"I like to go to the park with my dog, but it's not exciting.  He's cute though and looks like a wolf."
i like to participate in exciting activities. @ my dog looks a little like a wolf.,"I like to take my dog hunting with me because it's so exciting, testing your skills against a wild animal."
i like to participate in exciting activities. @ my dog looks a little like a wolf.,Activities after school are fun.  Especially when I bring my wolf-like dog to play games.
i like american made cars. @ i avoid eating broccoli.,I like liver cooked in butter -- just throwing that in!
i like american made cars. @ i avoid eating broccoli.,"I don't mind the taste of broccoli, what I really hate is the green color. I don't like green so much that I won't even ride in a green car."
i like american made cars. @ i avoid eating broccoli.,"I personally enjoy German cars, do you want any of my broccoli? It makes me really gassy."
i like potatoes. @ i have two dogs.,I would love to plant them.  However I'm afraid they would get dug up because I have two dogs.
i love going to concerts on the weekend. @ my mom taught me how to play the cello.,It's why I wanted to learn to play.
i love fish. @ my career is in a library.,When I am not working I am fishing.
